Butikk;Longitude;Latitude;Forvalt.visitorAddress.addressLine;Forvalt.visitorAddress.postPlace;Forvalt.visitorAddress.zipCode;Kjøpesenter
KID INTERIØR AS 62 AVD SKIBSGÅRDEN;15,41869118;68,69090422;Sjøgata 30;Sortland;8400;
CUBUS MAGASINET DRAMMEN AVD 810;10,2054811;59,74263199;Nedre Storgate 2;Drammen;3015;Magasinet - Drammen
CUBUS SORTLAND AVD 852;15,417176;68,696167;Strandgata 12;Sortland;8400;Skibsgården Sortland
COOP MIDT NORGE SA AVD 146 COOD MARKED FLATANGER;10,75790573;64,46087892;Nordsjøveien 68;Flatanger;7770;
COOP NORDVEST SA (1472) COOP MARKED EIDSDAL;7,172066181;62,26230546;Ytterdalsgata 30;Eidsdal;6215;
LARSSEN SKO AS MANI ÅSANE;5,32141581;60,46535836;Åsane Senter 17;Ulset;5116;Åsane Storsenter
CUBUS JESSHEIM AVD 926;11,17183406;60,14276055;c/o Jessheim Storsenter Storgata 6;Jessheim;2050;Jessheim Storsenter
COOP NORDVEST SA (3284) SPORT 1 ORKANGER;9,84525266;63,29772823;Orkdalsveien 113;Orkanger;7300;AMFI Orkanger
VERO MODA SKI STORSENTER 1499;10,83603085;59,7164168;Jernbanesvingen 6;Ski;1400;Ski Storsenter
ACCESSORIZE OSLO CITY BUTIKK NR 2184;10,75154397;59,91260664;Stenersgata 1;Oslo;0050;Oslo City
HEIDENREICH AS AVD SKIEN;9,61930924;59,17282715;Grønlikroken 5;Skien;3735;
COOP NORDVEST AS (1508) COOP PRIX STORDAL;6,986034655;62,38188131;Sandvikgata 3;Stordal;6250;
PRIX BYGLANDSFJORD AVD 001;7,8055011;58,67005387;Strandgata 7;Byglandsfjord;4741;
COOP NORDVEST SA (1790) COOP MARKED FOLDFJORDEN;8,382709136;63,26061524;Tømmervågvegen 1081;Foldfjorden;6694;
COOP BYGGMIX VÅGÅ;9,09625715;61,87684113;Vågåvegen 47;Vågå;2680;
COOP MIDT NORGE SA AVD 31 COOP PRIX NAMSOS;11,52038057;64,47019959;Namdalsvegen 13;Namsos;7804;
DECADES GALLERIET AVD 437;5,3246431;60,39292207;Torgallmenningen 8;Bergen;5014;Galleriet
JUNKYARD HERKULES AVD Y52;9,6034596;59,19655649;Ulefossvegen 32;Skien;3730;Herkules Storsenter
HELGELANDS MUSIKK AS;5,27218517;59,41368939;Kirkegata 133;Haugesund;5527;
VIKSE AS;5,18758189;59,79649054;Svortlandsvegen 79;Bremnes;5430;
GJERTSEN SPORT AS;10,2210025;59,13079959;Dronningens gate 3;Sandefjord;3211;
MOKSNES SPORT AS;10,9199895;63,46964634;Søndregata 9;Stjørdal;7500;
KYRKJEBØ DAGLEGVARER AS;5,93648336;61,16455391;Furevegen 3;Kyrkjebø;6995;
ROLLAG HANDEL AS;9,300491421;59,9862931;Hervigs veg 13;Rollag;3626;
NYE MODE AS;16,12541042;69,32134723;Tore Hundsgate 3;Andenes;8480;
FIRMA URMAKER MONSEN AS;14,13824065;66,31075635;Jernbanegata 18;Mo i Rana;8622;
BABYSHOP SENGEMAGASINET AS;5,32256195;60,39365594;Chr Michelsensgate 1-3;Bergen;5012;
FLISA SKOTØYMAGASIN AS;12,0104349;60,61136941;c/o Flisa Stormarked Kaffegata 23;Flisa;2270;Flisa Stormarked
SOLOPPGANGEN HELSE OG MILJØ AS;11,38477684;62,57510045;Kjerkgata 6;Røros;7374;
BUDDY LEKER AS;10,18976437;59,14122532;Pindsleveien 1C;Sandefjord;3221;Tuvensenteret
LESELYSTHUSET AS;15,39340758;67,10276361;Jernbanegata 8;Rognan;8250;
BOBILAGENTEN AS;10,40140051;63,35088177;Tiller-ringen 147;Tiller;7091;
MATCH ÅSANE AVD 232;5,32410222;60,46511825;Åsane Senter 37;Ulset;5116;Åsane Storsenter
COOP ØKONOM SA AVD MARKED VADLA;6,43077812;59,32497612;Jøsenfjordvegen 596;Jøsenfjorden;4134;
DECADES FUTURA AVD 459;7,78107556;63,11047864;Amfi Futura Industriveien 17;Kristiansund N;6517;AMFI Futura
COOP MIDT NORGE SA AVD 0153 COOP BYGGMIX LEKSVIK;10,62549933;63,67298961;Vinnasand 15;Leksvik;7120;
VERO MODA STRØMMEN 301197;11,00733283;59,94728603;Støperiveien 5;Strømmen;2010;
CUBUS BRONNOYSUND AVD 896;12,21018216;65,47324744;Storgata 61;Brønnøysund;8900;
ZAVANNA HORISONT SENTER AVD 577;5,32315898;60,47040789;Myrdalsvegen 2;Nyborg;5130;Horisont
ZAVANNA SLETTEN SENTER AVD 627;5,35906993;60,35660491;Vilhelm Bjerknes' vei 4-10;Bergen;5081;Sletten Senter
MOTEK AS AVD JESSHEIM;11,18459955;60,15164025;Industrivegen 21;Jessheim;2069;
SKOGSTAD SPORT ØRSTA;6,12462338;62,19934376;Vikeøyrane 4;Ørsta;6150;
ICE RETAIL AS AVD KVADRAT;5,72177217;58,87626535;Gamle Stokkavei 1;Sandnes;4313;Kvadrat
CEWE NORGE AS AVD 34;10,44543396;63,44485753;Haakon VII's gate 7;Trondheim;7041;
MONTER LUNDE;9,08825665;59,29574949;Strengenvegen 60;Lunde;3825;
LIFE FOODSTORE COLOSSEUM PARK;10,7094508;59,92807679;Middelthuns gate 23;Oslo;0368;
LEVIS STORE STRØMMEN AVD L13;11,00733283;59,94728603;Støperiveien 5;Strømmen;2010;Strømmen Storsenter
CARLINGS BOGSTADVEIEN 2 AVD 547;10,72221952;59,92554026;Bogstadveien 22;Oslo;0355;
SOLAR NORGE AS AVD TROMSØ;18,98300968;69,67681761;Terminalgata 17;Tromsø;9019;
COOP MARKED SUNNHOV 1153;8,153356084;60,62233622;Håkonsetgutu 1A;Hovet;3577;
JERNIA EGGEDAL;9,35583828;60,24632995;Eggedalsveien 1500;Eggedal;3359;
NILS AKSNES & CO AS AVD ODDA;6,5436658;60,06929018;Eitrheimsvegen 19;Odda;5750;
LIFE CC GJØVIK;10,69363482;60,79999069;Jernbanesvingen 6;Gjøvik;2821;CC Gjøvik
AASHAUG BLOMSTER AVD BRANDBU;10,50786176;60,42108294;Storlinna 32;Brandbu;2760;
DECADES TVEITA AVD 434;10,84189709;59,91383566;Tveita Senter Tvetenveien 150;Oslo;0671;Tveita Senter
LEVIS STORE STAVANGER AVD L07;5,73423054;58,97072356;Nygata 7;Stavanger;4006;
BIK BOK HØNEFOSS AVD 613;10,25465572;60,16475047;Kong Rings gate 1;Hønefoss;3510;Kuben Hønefoss
PRIX SIRA AVD 173;6,66066376;58,41621332;Prestevegen 3;Sira;4438;
COOP PRIX ENGERDAL;11,96041294;61,75709864;Engerdalsveien 1790;Engerdal;2440;
DECADES ØSTFOLDHALLEN AVD 440;10,99305616;59,25156821;Dikeveien 28;Rolvsøy;1661;Østfoldhallene
COOP OPPDAL SA 51 SPORT 1 STØREN;10,28322982;63,0479823;Stasjonsveien 7;Støren;7290;
FELLESKJØPET HEMNE 1460 BUTIKK;9,08905343;63,29010819;Øragata 6;Kyrksæterøra;7200;
TIBNOR AS AVD ØRSTA;6,09492536;62,18878208;Industrivegen 28A;Ørsta;6155;
DECADES SKI AVD 423;10,83603085;59,7164168;Jernbanesvingen 6;Ski;1400;Ski Storsenter
ZAVANNA AMFI NESTTUN AVD 582;5,35422888;60,31746345;Østre Nesttunvegen 16;Nesttun;5221;
HEIDENREICH AS AVD MOSS;10,67105914;59,41892714;Rabekkgata 15;Moss;1523;
BERGFOSS AS AVD SPORT1;10,07929569;60,83352123;Storgata 20;Dokka;2870;
NILLE ØVRE ÅRDAL;7,80794847;61,31018887;Farnesvegen 1;Øvre Årdal;6884;
PRINCESS AVD 223 AMFI NÆRBØ;5,64111488;58,66814826;Torggata 2;Nærbø;4365;AMFI Nærbø
MATCH TANGEN AVD 331;10,66082465;59,85592278;Vestveien 51;Nesoddtangen;1452;
JERNIA HAREBAKKEN;8,74709126;58,47431621;Langsæveien 5;Arendal;4846;Harebakken Senter
BERGGÅRD AMUNDSEN & CO AS AVD NARVIK;17,42315887;68,43416677;Verkstedbakken 8;Narvik;8514;
HUNKEMÖLLER NORWAY AS AVD SKI;10,83603085;59,7164168;Ski Storsenter Jernbanesvingen 6;Ski;1400;
MAGNUSSEN SPESIALSKO STAVANGER;5,74046631;58,93486098;Breidablikkveien 3B;Stavanger;4017;
LAMPEMAGASINET SKIEN;9,61650649;59,17351439;Kjørbekkdalen 15A;Skien;3735;
SKOTEXNÆS AS AVD BRUMUNDDAL;10,94308413;60,88451679;Brugata 16;Brumunddal;2380;
LØVENSKIOLD HANDEL AS AVD 319 MAXBO DOKKA;10,06978935;60,83146017;Vokksgata 11;Dokka;2870;
LIFE STOVNER SENTER;10,9245235;59,96214534;Stovner Senter 3;Oslo;0985;Stovner Senter
CUBUS KRISTIANSUND AVD 86B;7,73294983;63,11062601;Arnulf Øverlands gate 2;Kristiansund N;6509;AMFI Storkaia Brygge
ELITE AS AVD ØSTFOLDHALLEN;10,99305616;59,25156821;Dikeveien 28;Rolvsøy;1661;Østfoldhallene
DRESSMANN AS AVD 168 SARPSBORG;11,11577284;59,282141;St Marieg 81-87;Sarpsborg;1706;Storbyen Kjøpesenter
VERO MODA ØSTFOLDHALLEN 1516;10,99305616;59,25156821;Dikeveien 28;Rolvsøy;1661;Østfoldhallene
COOP FOSEN SA AVD 021 FEVÅG;9,860512175;63,67812451;Fevågveien 322;Fevåg;7110;
VERO MODA VESTKANTEN 88553;5,23362819;60,36322021;Loddefjordveien 2;Loddefjord;5171;Vestkanten Storsenter
BGN RETAIL AS AVD ZIZZI TVEITA;10,84189709;59,91383566;Tvetenveien 150;Oslo;0671;
COOP FOSEN SA AVD 004 RAKVÅG;10,06878054;63,76165285;Prangveien 9;Råkvåg;7114;
LAMPEMAGASINET DRAMMEN;10,20402459;59,74468358;Hauges gate 1;Drammen;3019;Magasinet - Drammen
VIC TISTA AVD 014;11,38145769;59,12157762;Walkers gate 4;Halden;1771;Tista Senter
LØVENSKIOLD HANDEL AS AVD 305 MAXBO VALDRES;9,21678834;60,9949117;Bygdinvegen 128;Fagernes;2900;
BIK BOK AMFI STORD AVD J14;5,49930643;59,77850716;Hamnegata 11;Stord;5411;
BILVAREHUSENE NOR AS AVD LAGUNEN;5,32762567;60,29523022;Laguneveien 13;Rådal;5239;Lagunen Storsenter
EURO SKO TRYSIL;12,26125241;61,31541416;Storvegen 2;Trysil;2420;
PRINCESS AVD ØRSTA;6,12368166;62,20099055;Vikegata 25;Ørsta;6150;AMFI Ørsta
PRINCESS AVD 422 ÅLESUND STORSENTER;6,1583675;62,47231013;Rasmus Rønnebergs gate 21;Ålesund;6002;Ålesund Storsenter
EUROSKO RØROS;11,38116024;62,57563408;Peder Hiortgata 7;Røros;7374;
JACK & JONES ØSTFOLDHALLEN 2101;10,99305616;59,25156821;Dikeveien 28;Rolvsøy;1661;
COOP NORDVEST SA (1545) COOP MARKED SANDSØY;5,484714311;62,25343206;Sandshamna 76;Sandshamn;6089;
COOP NORDVEST SA (2805) COOP PRIX TORNES;7,02978278;62,84263849;Tornesvegen 589;Tornes i Romsdal;6443;
BYGGMAX HAMAR;11,04336631;60,84295699;Øvermarka 12;Furnes;2320;
COOP OPLØFJORDEN SA;11,84603591;64,79894984;Geisnesvegen 1349;Salsbruket;7960;
COOP MELØY SA;13,40889021;66,82303733;Meløysundveien 683;Meløy;8157;
COOP SELØY SA;12,24113879;66,02485223;Flatøyveien 26;Seløy;8845;
TOLLBUGATA JERNVARE AS;29,7483053;70,07307393;Tollbugata 5;Vadsø;9800;
BIRKEMO AS;5,73544938;58,9695437;Asylgata 1;Stavanger;4013;
INSTINCT ÅSANE AS;5,32315898;60,47040789;c/o Horisont Senter Myrdalsvegen 2;Nyborg;5130;Horisont
NET EL TORGET AS;5,044050515;60,2306043;Smånipevegen 1;Glesvær;5381;
VESTLANDSDRAKTEN AS;5,33036786;60,39224468;Marken 4;Bergen;5017;
STEIRO LEKER AS;15,41588865;68,69401433;Strandgata 26;Sortland;8400;
HELGØ MENY DRIFT AS;5,73949054;58,93449873;Breidablikkveien 3;Stavanger;4017;
ROSALES AS;6,14536612;60,37275812;Grova 10;Norheimsund;5600;
COOP VALLERSUND SA;9,75587115;63,85107835;Jøssundveien 34;Vallersund;7167;
O BORGEN AS;10,03105897;59,05542447;Nansetgata 21;Larvik;3256;
PHILIPPA AS;5,35391121;60,31867752;Østre Nesttunvegen 6;Nesttun;5221;
HOLA BUTIKKDRIFT AS;8,71218104;62,96972852;Øravegen 4;Surnadal;6650;AMFI Surnadal
VOLT LAGUNEN AVD 289;5,33115459;60,29686524;Laguneveien 1;Rådal;5239;Lagunen Storsenter
LANDBRUK ORRE;5,56799748;58,71846526;Pollestadvegen 341;Orre;4343;
COOP KLEPP SA ADMINISTRASJON;5,627437303;58,77660214;K.K. Kleppes veg 1;Kleppe;4350;
COOP NORDVEST SA (3369) COOP BYGGMIX LENSVIK;9,827694926;63,50386876;Lensvikveien 275;Lensvik;7316;
LEVIS STORE JEKTA AVD L11;18,92102979;69,67456599;Heilovegen 4;Tromsø;9015;Jekta Storsenter
DRESSMANN AS AVD M09 SANDNES DRESSMANN XL;5,72177217;58,87626535;Gamle Stokkavei 1;Sandnes;4313;Kvadrat
GULLFUNN FARMANDSTREDET;10,41176441;59,26928606;Jernbanegaten 1D;Tønsberg;3110;Farmandstredet
ØDEGAARD DAME AS AVD TORGET VEST;10,20235595;59,7458036;Rådhusgata 2;Drammen;3016;Torget Vest
ONLY STORES NORWAY AS AVD 19 ONLY AMANDA STORSENTER;5,33174967;59,39518083;Longhammarvegen 27;Haugesund;5536;Alti Amanda
LEVIS STORE SØRLANDSSENTERET AVD L15;8,12953997;58,17992054;Barstølveien 31;Kristiansand S;4636;
SYNSAM OSLO MAJORSTUEN;10,71800033;59,92800175;Bogstadveien 56;Oslo;0366;
MALORAMA AS AVD KRISTIANSAND;8,02836061;58,15574633;Ægirs vei 3;Kristiansand S;4632;
VIC VINTERBRO AVD 048;10,77129631;59,73973385;Sjøskogenveien 7;Vinterbro;1407;
JERNIA SØRLANDSPARKEN;8,13382143;58,17940142;Barstølveien 35;Kristiansand S;4636;
JERNIA GULSKOGEN;10,16147538;59,74165577;Professor Smiths alle 56;Drammen;3048;Gulskogen Senter
CUBUS LYNGDAL AVD 85E;7,10167313;58,15635864;Fiboveien 1;Lyngdal;4580;
LYRECO NORGE AS AVD ÅLESUND;6,36335349;62,47172575;Lerstadvegen 545;Ålesund;6018;
VOLT MOLDETORGET AVD 258;7,15895888;62,73691112;Torget 1;Molde;6413;Moldetorget
ONNINEN AS AVD DRAMMEN;10,22460609;59,73820999;Kjerraten 15;Drammen;3013;
HEIDENREICH AS AVD SVOLVÆR;14,55743324;68,22935323;Vorsetøyveien 16;Svolvær;8300;
LARSSEN SKO AS MANI VESTKANTEN;5,23362819;60,36322021;Loddefjordveien 2;Loddefjord;5171;Vestkanten Storsenter
ROLF BACKE AS AVD STORGATA GJØVIK;10,69248554;60,79596423;Storgata 2A;Gjøvik;2815;
CUBUS JØRPELAND AVD 931;6,0390215;59,02057574;Rådhusgaten 21;Jørpeland;4100;
LINDEX AS AVD SARPSBORG;11,1075065;59,28332597;Roald Amundsens gate 36;Sarpsborg;1723;
DRESSMANN AS AVD 155 SANDEFJORD KONGENS GATE;10,2224427;59,13182869;Kongens gate 16;Sandefjord;3211;
ONNINEN AS AVD FORUS;5,68915763;58,90126698;Røynebergsletta 33;Stavanger;4033;
HJØRDIS ELIASSEN AS AVD VIC AMFISENTERET;5,03436062;61,60005577;Strandgata 50;Florø;6905;
SYNSAM ASKER TREKANTEN;10,43419665;59,83668167;Knud Askers vei 26A;Asker;1383;Trekanten 
COOP OPPDAL SA 75 HUS OG HJEM TYNSET;10,7731726;62,27874702;Brugata 20;Tynset;2500;
CARLINGS ROSEBYSENTER AVD 535;7,17827467;62,73924614;Lingedalsveien 6-10;Molde;6415;AMFI Roseby
PRIX ST. OLAVS VEI AVD 012;8,01424363;58,153761;St. Olavs vei 15;Kristiansand S;4631;
KAFE SAMVIRKELAGET;14,38667322;67,28481014;Storgata 48;Bodø;8006;
KAPPAHL AS AVD 384 FLISA;12,0104349;60,61136941;Kaffegata 23;Flisa;2270;
PRIX OLTEDAL AVD 170;6,05481467;58,83343751;Bygdaveien 186;Oltedal;4333;
FELLESKJØPET SELBU 1610 BUTIKK OG KORNMOTTAK;11,02684076;63,21731095;Kvellovegen 36;Selbu;7580;
DRESSMANN AS AVD 200 NAMSOS;11,50414757;64,46741473;Søren R Thornæs veg 19;Namsos;7800;AMFI Namsos
DRESSMANN AS AVD 217 ØSTFOLDHALLEN;10,99305616;59,25156821;Dikeveien 28;Rolvsøy;1661;Østfoldhallene
ZAVANNA AMFI ASKØY AVD 571;5,20333824;60,42258402;Kleppevegen 110;Kleppestø;5308;
SKOGSTAD SPORT STRYN;6,72075381;61,903922;Tonningsgata 12;Stryn;6783;
SPRELL BUTIKK AS AVD GRUNERLØKKA;10,75756332;59,92025937;Korsgata 24;Oslo;0551;
SOMA SKO AS AVD EUROSKO MOSSEPORTEN;10,70323988;59,4462476;Patterødveien 2;Moss;1599;Mosseporten Senter
CARLINGS CC VEST AVD 522;10,6360473;59,91740458;Lilleakerveien 16;Oslo;0283;
BIK BOK CITY LADE AVD J34;10,44651791;63,44368811;Haakon VII's gate 9;Trondheim;7041;City Lade
BIK BOK CITY SYD AVD 61 C;10,37894487;63,36190794;Østre Rosten 28;Tiller;7075;City Syd
LINDEX AS AVD SANDEFJORD;10,22517605;59,1308653;Storgata 4;Sandefjord;3210;Hvaltorvet Kjøpesenter
COOP NORDVEST AS (1482) COOP PRIX HARØY;6,46976438;62,7813248;Austrevegen 2;Harøy;6296;
LINDEX AS AVD BODØ;14,37717184;67,28339214;Storgata 3;Bodø;8006;
KAPPAHL AS AVD 346 NARVIK;17,42285948;68,43820972;Bolagsgata 1;Narvik;8514;
BRILLELAND AVD 459 AKERSGATA;10,74239042;59,91372437;Akersgata 30;Oslo;0158;
COOP NORDVEST SA (1491) COOP PRIX SJØHOLT;6,812568349;62,48279047;Sjøholtvegen 9;Ørskog;6240;
COOP NORDVEST SA (1513) COOP PRIX GRANLIA;7,18693812;62,74446721;Langmyrvegen 81;Molde;6415;
FARMANDSTREDET KLOKKER OG SMYKKER AS;10,41176441;59,26928606;Jernbanegaten 1D;Tønsberg;3110;Farmandstredet
GJØVIK DRIFT AS;10,69363482;60,79999069;Jernbanesvingen 6;Gjøvik;2821;CC Gjøvik
CC GARDINER AS;10,39702076;63,38828452;Fossegrenda 13B;Trondheim;7038;
BR SERVICEPARTNER AS;13,62215552;68,14402907;Idrettsgata 71;Leknes;8370;
BUNNPRIS ANDENES AS;16,07525291;69,30529716;Myrvn 1;Andenes;8480;
ARNES BLOMSTERVERDEN AS;5,11183478;61,93189962;Gate 1 52;Måløy;6700;
FRONT VEST AS;10,20235595;59,7458036;Rådhusgata 2;Drammen;3016;Torget Vest
MØBELRINGEN ARENDAL AS;8,71669636;58,45907412;Åsbieveien 7;Arendal;4848;
BOHUS ELVERUM AS;11,52333335;60,88743042;Torolf Storsveens veg 19;Elverum;2406;
BOHUS ODDA AS;6,54874152;60,06354234;Hjøllovegen 1;Odda;5750;
COOP NORD EIENDOMSDRIFT REGION 8010;18,34506182;68,86131971;Gammelveien 8;Bardu;9360;
MATCH TVEITA AVD 282;10,84189709;59,91383566;Tveita Senter Tvetenveien 150;Oslo;0671;Tveita Senter
PRINCESS AVD 605 KONGSVINGER;11,99647315;60,19172373;c/o Kongssenteret Tommelstads gate 1;Kongsvinger;2212;Kongssenteret
KID INTERIØR AS AVD 136 BILLINGSTAD;10,50239812;59,8735787;Pustutveien 6-14;Billingstad;1396;
CUBUS MOSJOEN SMAGAN 2 AVD 894;13,19036466;65,83976644;Smågan 2;Mosjøen;8656;
ACCESSORIZE SANDVIKA;10,51949571;59,8905829;Brodtkorbsgate 7;Sandvika;1338;
FALKANGER SKO AS AVD SKO-SOLSIDEN;10,41361909;63,43443073;Beddingen 2-4;Trondheim;7042;Solsiden
LØVENSKIOLD HANDEL AS AVD 217 MAXBO REGIONLAGER SØR;10,25876019;59,25045632;Borgeskogen 73;Stokke;3160;
COOP PRIX YTRE ARNA;5,43732916;60,46008784;Peter Jebsens veg 19;Ytre Arna;5265;
NORSK BUTIKKDRIFT AS COOP PRIX SPERRETORVET AVD 4700;10,2260027;59,13269302;Storgata 23;Sandefjord;3210;
CUBUS FAUSKE AVD 903;15,39508429;67,25843338;Sjøgata 74;Fauske;8200;
KVÆRNØ SKO AS AVD OLAV TRYGGVASONS GATE 17;10,39928433;63,43314394;Olav Tryggvasons gate 17;Trondheim;7011;
CUBUS CC-VEST OSLO AVD 807;10,6360473;59,91740458;Lilleakerveien 16;Oslo;0283;CC Vest
CUBUS OSTFOLDHALLEN AVD 820;10,99305616;59,25156821;Dikeveien 28;Rolvsøy;1661;Østfoldhallene
PRINCESS AVD 304 MOSSEPORTEN;10,70323988;59,4462476;Patterødveien 2;Moss;1599;Mosseporten Senter
COOP SØRØST SA AVD 1203 COOP PRIX SKOTFOSS;9,52531609;59,21509949;Skotfossvegen 242;Skien;3720;
COOP MARKED DOVRE;9,24834065;61,98686693;Kongsvegen 12;Dovre;2662;
FELLESKJØPET DOKKA 5495 BUTIKK;10,05253083;60,83576224;Heimskogen 1;Dokka;2870;
COOP PRIX HUNSTADMOEN;14,50632966;67,27686193;Knut Hamsuns vei 1F;Bodø;8019;
OBS SPORT OG FRITID ELVERUM;11,56266845;60,88557264;Torggata 1;Elverum;2408;AMFI Elverum
FELLESKJØPET ÅNDALSNES 7312 BUTIKK;7,674929696;62,56606509;Strandgata 64;Åndalsnes;6300;
ONLY STORES NORWAY AS AVD TROMSØ;18,92965151;69,67412429;Heilovegen 19;Tromsø;9015;Jekta Storsenter
VOLT BERGEN AVD 274;5,32337937;60,39285108;Torgallmenningen 7;Bergen;5014;
LEVI'S STORE LAGUNEN AVD L20;5,33115459;60,29686524;Laguneveien 1;Rådal;5239;Lagunen Storsenter
EUROPRIS BREKSTAD 495;9,66151552;63,69234177;Maren Juels gate 1;Brekstad;7130;Libra kjøpesenter
MATCH SKI AVD 296;10,83603085;59,7164168;Jernbanesvingen 6;Ski;1400;
GH4S AVD ADMINISTRASJON;10,82971897;59,93262243;Brobekkveien 80;Oslo;0582;
CITY BAG/PARFYMELLE;5,50163414;59,78095976;Borggata 9;Stord;5417;AMFI Stord
PRINCESS AVD 404 BRYN;10,82118668;59,90341797;Østensjøveien 79;Oslo;0667;Bryn Senter
FALKANGER SKO AS AVD SIRKUS SHOPPING;10,45502353;63,43678641;Falkenborgvegen 1;Trondheim;7044;Sirkus Shopping
PRIX HØLE AVD 174;6,01783511;58,89507903;Floen 15;Sandnes;4308;
LYRECO NORGE AS AVD ASKER;10,49638252;59,87525508;Billingstadsletta 14;Billingstad;1396;
LYRECO NORGE AS AVD MOSS;10,68225109;59,41465201;Carlbergveien 4;Moss;1526;
COOP NORDVEST SA (3078) COOP BYGGMIX ÅHEIM;5,52869325;62,03697932;St. Jetmund-vegen 22;Åheim;6146;
EXTRA LOMMEDALEN 2165;10,48382716;59,95870046;Lommedalsveien 299;Lommedalen;1350;
EUROPRIS TRYSIL 273;12,26418931;61,30052654;Vestmovegen 5;Trysil;2420;
SØRLANDSSENTERET SPECSAVERS AS;8,12953997;58,17992054;Sørlandssenteret Barstølveien 31-35;Kristiansand S;4636;
COOP RYE SA;10,14927341;63,42267975;Spongdalsvegen 28;Bosberg;7070;
SNOS SANDVIKA AS;10,51949571;59,8905829;Brodtkorbsgate 7;Sandvika;1338;Sandvika Storsenter
CHRIS AS;5,85060788;61,45211956;Storehagen 9;Førde;6800;
ØYSENTERET LAVPRIS AS;6,130715152;62,49916206;Pettervegen 2;Valderøya;6050;
NELSON GARDEN AS;5,28034352;60,35315692;Barliveien 21;Fyllingsdalen;5142;
ÅRDALSTANGEN MAT AS;7,71143323;61,2389411;Tangevegen 5;Årdalstangen;6885;
JEM & FIX NORGE AS AVD EIDSVOLL;11,22418048;60,32901187;Myhrersvingen 11;Eidsvoll;2080;
BRILLELAND AVD 483 HERKULES;9,6034596;59,19655649;Ulefossvegen 32;Skien;3730;Herkules Storsenter
FREDRIK & LOUISA AS AVD SOLSIDEN;10,41301608;63,43440956;Beddingen 4;Trondheim;7042;Solsiden
EUROPRIS ÅRNES 231;11,46215597;60,1186804;Nedre Hagaveg 17D;Årnes;2150;
FLYING TIGER COPENHAGEN NERSTRANDA;18,95449002;69,64620705;Nerstranda 9;Tromsø;9008;
KAPPAHL AS AVD 365 BERGEN STORSENTER;5,33181448;60,38923732;Strømgaten 8;Bergen;5015;Bergen Storsenter
BILVAREHUSENE NOR AS AVD TROMSØ;18,92169597;69,67649155;Alkevegen 1;Tromsø;9015;
NEUMANN BYGG AS AVD HARSTAD;16,54035704;68,79219922;Margrethe Jørgensens vei 4;Harstad;9406;
PRIX MYRENG 2764;18,95005147;69,65958604;Myrengvegen 65;Tromsø;9011;
JACK & JONES/VERO MODA MOSSEPORTEN 88763;10,70323988;59,4462476;Patterødveien 2;Moss;1599;Mosseporten Senter
COOP ØST SA AVD 1116 COOP PRIX KJELSÅS;10,7839308;59,96320551;Midtoddveien 2;Oslo;0494;
COOP ØST SA AVD 1015 EXTRA KURLANDSÅSEN;11,02441623;59,93351554;Kurlandsåsen 2;Kurland;1479;
COOP ØST SA AVD 2633 COOP PRIX HAMBROS PLASS;10,74075524;59,91597335;C. J. Hambros plass 7;Oslo;0164;
COOP ØST SA AVD 1037 EXTRA SAND;11,54204231;60,39282227;Herredsvegen 5;Sagstua;2120;
BYGGMAX EIDSVOLL;11,22418048;60,32901187;Myhrersvingen 11;Eidsvoll;2080;
MØBELHUSET AS AVD FØRDE;5,8489832;61,45355268;Naustdalsvegen 3;Førde;6800;
BILXTRA KRISTIANSAND;8,12951716;58,17526796;Barstølveien 52;Kristiansand S;4636;
KIWI AVD 054 FOLLEBU;10,28500977;61,21607235;Holsbakkan 2;Follebu;2656;
PRIX HYLESTAD AVD 009;7,530096677;59,09594272;Stovegen 4;Rysstad;4748;
EUROPRIS VOLDA 417;6,091051442;62,14048921;Torvbanken 1;Volda;6100;
FALKANGER SKO AS AVD SKOMESTEREN LILLEHAMMER;10,46535453;61,11606959;Storgata 72;Lillehammer;2609;
COOP NORDVEST SA (1547) EXTRA FOSNAVÅG;5,63728697;62,32613979;Eggesbøvegen 2;Fosnavåg;6092;
KRISTIANSAND SPECSAVERS AS;7,99091681;58,14647335;Markens gate 35;Kristiansand S;4612;
EIDAL HANDEL AS;9,10348165;60,56821702;Rukkedalsvegen 45;Nesbyen;3540;
BERNT HANSENS EFTF AS;18,004082;69,633934;Hamnevegen 17;Sommarøya;9110;
AMENGUAL DAGLIGVARER AS;5,27157207;60,34561202;Myrholtet 131;Fyllingsdalen;5142;
BUNNPRIS GULDBERGAUNET AS;11,51545853;64,01779098;Svedjanvegen 2A;Steinkjer;7716;
NG KIWI OSLO AKERSHUS AS AVD 584 AURSKOG;11,44618355;59,92821481;Senterveien 15;Aurskog;1930;
EXTRA BØNES;5,31037907;60,33444464;Øvre Kråkenes 115;Bønes;5152;
PRIX BIRTAVARRE 1936;20,83154288;69,49551748;Verksveien 9;Birtavarre;9147;
BRØDRENE DAHL AS AVD LARVIK;10,11172513;59,11438271;Ringdalveien 20;Larvik;3270;
LINDEX AS AVD STRØMG;5,33181448;60,38923732;Strømgaten 8;Bergen;5015;Bergen Storsenter
MONTÉR EIDSVÅG;8,070894785;62,77674081;Prestegardsvegen 1;Eidsvåg i Romsdal;6460;
CEWE NORGE AS AVD 9;10,39429767;63,43278888;Munkegata 35;Trondheim;7011;
