Butikk;Longitude;Latitude;Forvalt.visitorAddress.addressLine;Forvalt.visitorAddress.postPlace;Forvalt.visitorAddress.zipCode;Kjøpesenter
COOP OPPDAL SA 304 NORLI OPPDAL;9,69033084;62,59501235;Aunevegen 3;Oppdal;7340;
COOP OPPDAL SA 351 POWER OPPDAL;9,69033084;62,59501235;Aunevegen 3;Oppdal;7340;
LØVENSKIOLD HANDEL AS AVD 297 MAXBO ELVERUM;11,55185542;60,88379312;Grindalsvegen 7;Elverum;2406;
KID INTERIØR AS 113 AVD ULSTEINVIK;5,85499404;62,3397633;Saunesvegen 10;Ulsteinvik;6065;
KITCH'N GALLERIET;5,3246431;60,39292207;Torgallmenningen 8;Bergen;5014;Galleriet
TOOLS AS AVD MOLDE;7,25412883;62,74786022;Eikremsvingen 4;Molde;6422;
TOOLS AS AVD LARVIK;10,06656776;59,05675023;Elveveien 44A;Larvik;3262;
DECADES MAGASINET AVD 431;10,20621863;59,74289463;Nedre Storgate 4;Drammen;3015;Magasinet - Drammen
PLANTASJEN NORGE AS AVD LUND;8,02563598;58,15287788;Stadionveien 10;Kristiansand S;4632;
FLYING TIGER COPENHAGEN DRAMMEN;10,20653318;59,74322366;Nedre Storgate 7;Drammen;3015;
FELLESKJØPET LEVANGER 1660 BUTIKK;11,28078718;63,73762979;Moafjæra 4;Levanger;7606;
PRINCESS AVD 504 MANDAL;7,46084045;58,02904093;Skarvøyveien 55;Mandal;4517;AMFI Mandal
SYNSAM OSLO BJØLSEN;10,75949865;59,93923834;Bentsebrugata 31;Oslo;0469;
CHRISTIANIA BELYSNING AS AVD MOSS;10,66431798;59,41802504;Varnaveien 3;Moss;1524;
SONEPAR NORGE AS AVD BÆRUM;10,49971289;59,90599459;Baker Østbys vei 16;Rud;1351;
LEKEKASSEN AS AVD SØRLANDSPARKEN LEKER;8,55992396;58,30896264;Østerskogen 48;Grimstad;4879;
MAANESTEN AS AVD GALLERIET;5,3246431;60,39292207;Torgallmenningen 8;Bergen;5014;
MAANESTEN AS AVD LAGUNENE;5,33115459;60,29686524;Laguneveien 1;Rådal;5239;
SPAR NORESUND;9,636710392;60,17316023;Krøderfjordveien 1572;Noresund;3536;
SELFMADE NORGE AS AVD ROLFSØY;10,99556592;59,25104948;Dikeveien 23A;Rolvsøy;1661;Østfoldhallene
AHLSELL NORGE AS AVD TRONDHEIM SANDMOEN;10,36907901;63,33695014;Kvenildmyra 3;Tiller;7093;
SPAR VINSTRA;9,72840845;61,59379254;Vinstragata 97;Vinstra;2640;
BRILLELAND AVD 481 ÅLESUND STORSENTER;6,1583675;62,47231013;Rasmus Rønnebergs gate 21;Ålesund;6002;Ålesund Storsenter
TOOLS AS AVD ÅSANE;5,33693785;60,47153843;Liamyrane 4;Nyborg;5132;
COOP OPPDAL SA 52 HUS OG HJEM STØREN;10,28322982;63,0479823;Stasjonsveien 7;Støren;7290;
COOP SØRØST SA AVD 2513 EXTRA HOLMEJORDET;10,01885429;59,01717012;Holmejordetveien 48;Larvik;3267;
COOP SØRØST SA AVD 2687 EXTRA VÅRVEIEN;10,14626293;59,75287849;Vårveien 16;Drammen;3024;
COOP SØRØST SA 3588 OBS BYGG TØNSBERG;10,43573535;59,27274214;Valløveien 3;Tønsberg;3118;
COOP SØRØST SA AVD 2519 EXTRA LARVIK;10,02986917;59,05467973;Nansetgata 11;Larvik;3256;
EXTRA ØKSNEVAD;5,70552454;58,78550045;Plogfabrikkvegen 2;Klepp Stasjon;4353;
COOP ADMINISTRASJON VINSTRA;9,76558259;61,5894708;Nedregata 1;Vinstra;2640;
OBS SPORT RUDSHØGDA;10,8144242;60,90932004;Stolvstadvegen 2;Rudshøgda;2360;
EXTRA BLOMSTERDALEN;5,25173032;60,28433601;Lilandsvegen 3;Blomsterdalen;5258;
EXTRA TANGEN TORV AVD 48;8,00742651;58,14719552;Tangen 11;Kristiansand S;4608;
OBS BYGG BRYNE AVD 182;5,64547031;58,72192145;Hålandsvegen 20;Bryne;4344;
COOP NORDVEST SA (2809) EXTRA HOLLINGEN;6,99211514;62,77953165;Julsundet 355;Molde;6409;
MONTÉR FLEKKEFJORD;6,64089033;58,28292727;Svegeskogen 5;Flekkefjord;4400;
COOP NORDVEST SA (3589) COOP BYGGMIX HAMARVIK;8,818891879;63,70450677;Nordfrøyveien 25;Hamarvik;7263;
COOP ØST SA AVD 2698 EXTRA OSLOVEIEN;10,25687262;60,15709912;Osloveien 10;Hønefoss;3511;
COOP ØST SA AVD 2910 EXTRA UVDAL;8,750257718;60,26941307;Uvdalsvegen 1180;Uvdal;3632;
PLANTASJEN NORGE AS AVD SKI;10,78096177;59,72509649;Kveldroveien 49;Vinterbro;1407;
AASHAUG BLOMSTER AVD RAUFOSS;10,61266688;60,72258224;Sagvollvegen 1;Raufoss;2833;
KAPPAHL AS AVD 310 CC STADION;11,07982844;60,79578711;Vangsvegen 62;Hamar;2317;CC Hamar
BYGGMAKKER HANDEL AS AVD BØ I TELEMARK;9,08056823;59,41229555;Grivisvingen 2;Bø i Telemark;3802;
SYNSAM SANDNES MAXI;5,73965241;58,84822783;Gravarsveien 7;Sandnes;4306;Maxi Sandnes
POWER NORGE AS AVD MJONDALEN;10,02591873;59,74716363;Orkidehøgda 14;Mjøndalen;3050;
MENY ØSTERÅS;10,60742785;59,94371163;Otto Ruges vei 80;Østerås;1361;
H & M HENNES & MAURITZ AS AVD 778 STAVANGER STORSENTER;5,73576952;58,97072712;Klubbgata 5;Stavanger;4013;Stavanger Storsenter
KIWI AVD 074 NYDAL;11,044598;60,84407921;Øvermarka 2;Furnes;2320;
POWER NORGE AS AVD LADE;10,46252011;63,44017737;Haakon VII's gate 12;Trondheim;7041;
BERGGÅRD AMUNDSEN & CO AS AVD LILLESTRØM;11,06522115;59,94209913;Svelleveien 29;Lillestrøm;2004;
POWER NORGE AS AVD DRAMMEN;10,21335034;59,73150473;C O Lunds gate 25;Drammen;3043;
MONTÉR HARSTAD;16,54383565;68,79305573;Margrethe Jørgensens vei 15;Harstad;9406;
KIWI AVD 068 ÅRNES;11,46500663;60,1190694;Øvre Hagaveg 11;Årnes;2150;
MATCH MAXI SANDNES AVD 312;5,73965241;58,84822783;Gravarsveien 7;Sandnes;4306;Maxi Sandnes
ROMARHEIM FORSKALING AS AVD 3 BERGEN;5,25191345;60,56402898;Alvervegen 25;Alversund;5911;
SYNSAM BERGEN TORGALLMENNINGEN;5,32426069;60,39245351;Starvhusgaten 2A;Bergen;5014;
LEVIS STORE TRONDHEIM TORG AVD L18;10,39284375;63,42928446;Prinsens gate 9;Trondheim;7013;Trondheim Torg
MONTÉR FARSUND;6,78672089;58,08472912;Lundevågveien 15;Farsund;4550;
OUTLAND ADMINISTRAJON;10,74301962;59,9137609;Grensen 12;Oslo;0159;
NG KIWI ROGALAND AS AVD 691 NORHEIM;5,3155768;59,38688239;Spannavegen 309;Karmsund;5542;
DRESSMANN AS AVD BERGEN M07 DRESSMANN XL;5,31879475;60,39516951;Strandgaten 59;Bergen;5004;
SPAR LAKSELV;24,96110319;70,05293582;Torgveien 16;Lakselv;9700;
EUROPRIS VERDAL;11,48524938;63,79185223;Jernbanegata 11;Verdal;7650;
JULA NORGE AS AVD 616 FREDRIKSTAD;10,99009032;59,24745693;Dikeveien 15;Rolvsøy;1661;
MATCH CC HAMAR AVD 316;11,07982844;60,79578711;Vangsvegen 62;Hamar;2317;CC Hamar
RITUALS COSMETICS NORWAY AS AVD TROMSØ NERSTRANDA SENTER;18,95364013;69,64627205;Strandgata 9;Tromsø;9008;
GUNVALD JOHANSEN HANDEL AS AVD LEKNES;13,6200725;68,14323483;Idrettsgata 67;Leknes;8370;
SPAR KJØP AS AVD STORD;5,45637709;59,76099641;Grønehaugen 2;Stord;5412;
NG KIWI ROGALAND AS AVD 626 SVEIO;5,3545572;59,54398782;Sveiogata 65;Sveio;5550;
NG KIWI BUSKERUD AS AVD 342 SOLBERGELVA;10,07789308;59,76419801;Gamle Riksvei 98;Solbergelva;3057;
BERGGÅRD AMUNDSEN & CO AS AVD FREDRIKSTAD;10,92273805;59,21763845;Mosseveien 3A;Fredrikstad;1610;
KAPPAHL AS AVD 304 ELVERUM;11,56557636;60,87816925;Kremmertorget Kirkevegen 4;Elverum;2414;Kremmertorget
GUNVALD JOHANSEN HANDEL AS AVD SVOLVÆR;14,5347314;68,23247263;Osan Industriveien 5;Svolvær;8300;
MONTER ØRNES;13,72266877;66,8558191;Lillehaugen 9;Ørnes;8150;
MONTÉR TROMSDALEN;18,969657;69,63903733;Solstrandvegen 53;Tromsdalen;9020;
FLISEKOMPANIET AS AVD LADE;10,45650696;63,44100219;Haakon VII's gate 21;Trondheim;7041;
H & M HENNES & MAURITZ AS AVD 742 ÅLESUND;6,1583675;62,47231013;Rasmus Rønnebergs gate 21;Ålesund;6002;Ålesund Storsenter
LINDEX AS AVD LILLEHAMMER;10,45616508;61,1148127;Sliperivegen 2;Lillehammer;2609;Strandtorget
HIFI KLUBBEN AS AVD MARCUS THRANES GATE;10,75835603;59,93320951;Marcus Thranes gate 2-6;Oslo;0473;
KIWI AVD 038 BIRI;10,61007369;60,95619221;Birivegen 95;Biri;2836;
EUROPRIS BRUMUNDDAL 229;10,9457993;60,88565057;Furnesvegen 18;Brumunddal;2382;
MONTÉR ELVERUM;11,52102021;60,88753683;Torolf Storsveens veg 23;Elverum;2406;
SYNSAM TROMSØ STORGATA;18,954478;69,64786125;Storgata 51;Tromsø;9008;
LØVENSKIOLD HANDEL AS AVD 332 MAXBO TRYSIL;12,26342682;61,30111034;Vestmovegen 1;Trysil;2420;
FLYING TIGER COPENHAGEN BOGSTADVEIEN;10,72196314;59,92652823;Bogstadveien 27;Oslo;0355;
JULA NORGE AS AVD 639 ALTA;23,26871775;69,96368875;Bjørn Wirkolas vei 17;Alta;9510;
JYSK HUSNES AVD 545;5,75442229;59,86016335;Sentrumsvegen 41;Husnes;5460;
JYSK LØRENSKOG AVD 533;10,95376929;59,92189876;Skårersletta 55;Lørenskog;1473;
NORMAL NORGE AS AVD NO1136 KRAGERØ, ALTI;9,285274;58,89550426;Kjølebrøndsveien 1;Sannidal;3766;
HUNKEMÖLLER NORWAY AS AVD SANDVIKA;10,51949571;59,8905829;Sandvika Storsenter Brodtkorbsgate 7;Sandvika;1338;
KICKS NORGE AS AVD 669 KVADRAT;5,72177217;58,87626535;Gamle Stokkavei 1;Sandnes;4313;Kvadrat
SYNSAM GJØVIK CC;10,69363482;60,79999069;Jernbanesvingen 6;Gjøvik;2821;
MATCH STORBYEN AVD 213;11,10817562;59,28420456;Roald Amundsens gate 28;Sarpsborg;1723;Storbyen Kjøpesenter
PLANTASJEN NORGE AS AVD LILLEHAMMER;10,45250931;61,11279567;Strandpromenaden 72;Lillehammer;2609;Strandtorget
JERNIA KOLBOTN SENTRUM;10,80341786;59,8102732;Kolbotnveien 5;Kolbotn;1410;
NORMAL NORGE AS AVD NO1199 LEKNES;13,61710931;68,14879371;Storgata 8;Leknes;8370;
JEM & FIX NORGE AS AVD ELVERUM;11,52558854;60,88728024;Torolf Storsveens veg 17A;Elverum;2406;
NORSK BUTIKKDRIFT AS COOP PRIX MARKEN AVD 4574;5,33018317;60,3921045;Marken 3;Bergen;5017;
CUBUS FARMAND TONSBERG AVD 840;10,41176441;59,26928606;Jernbanegaten 1D;Tønsberg;3110;Farmandstredet
CUBUS TROMSO SENTRUM AVD 902;18,95449002;69,64620705;Nerstranda 9;Tromsø;9008;
MUSTI ÅSSIDEN DRAMMEN;10,13749961;59,75371875;Ingeniør Rybergs gate 56B;Drammen;3024;
PANDURO HOBBY SKIEN;9,6034596;59,19655649;Herkules Senteret Ulefossvegen 32;Skien;3730;Herkules Storsenter
PANDURO HOBBY TROMSØ;18,92649723;69,67425509;Karlsøyvegen 12;Tromsø;9015;Jekta Storsenter
SYNSAM BERGEN VASKERELVEN;5,32262202;60,39071777;Vaskerelven 30;Bergen;5014;
PRINCESS AVD 501 VÅGSBYGD;7,95329381;58,12483643;Kirsten Flagstads vei 32;Kristiansand S;4621;AMFI Vågsbygd
VIC HERKULES AVD 044;9,6034596;59,19655649;Ulefossvegen 32;Skien;3730;Herkules Storsenter
H & M HENNES & MAURITZ AS AVD 889 HOME TRONDHEIM;10,39637935;63,43274184;Thomas Angells gate 20;Trondheim;7011;
DRESSMANN AS AVD TRONDHEIM M08 DRESSMANN XL;10,44651791;63,44368811;Haakon VII's gate 9;Trondheim;7041;City Lade
PLANTEHALLEN AS AVD SANDEFJORD;10,18279438;59,14083147;Pindsleveien 2;Sandefjord;3221;
PARTYLAND HERKULES;9,603459597;59,19655649;Herkules senter Ulefossvegen 32;Skien;3730;Herkules Storsenter
SYNSAM KRISTIANSAND;7,99198169;58,14543089;Gyldenløves gate 1A;Kristiansand S;4611;
FRANSA HAUGESUND;5,26997418;59,4119811;Haraldsgata 124;Haugesund;5527;
JYSK FURENE AVD 534;6,04276452;62,17370304;Furene 18;Volda;6105;
VERO MODA STORO 2430;10,775387;59,9468424;Vitaminveien 7;Oslo;0485;Storo Storsenter
SYNSAM CC HAMAR;11,07982844;60,79578711;Vangsvegen 62;Hamar;2317;CC Hamar
BGN RETAIL AS AVD ZIZZI MOA;6,35153421;62,46481726;Amfi Moa Langelandsvegen 25;Ålesund;6010;AMFI Moa
BGN RETAIL AS AVD ZIZZI VINTERBRO;10,77129631;59,73973385;Sjøskogenveien 7;Vinterbro;1407;
SYNSAM KRISTIANSUND;7,78107556;63,11047864;Industriveien 17;Kristiansund N;6517;
SYNSAM BUSKERUD STORSENTER;10,00535438;59,75623379;Sandskroken 24;Krokstadelva;3055;
ONLY STORES NORWAY AS AVD ÅLESUND MOA;6,35153421;62,46481726;Langelandsvegen 25;Ålesund;6010;AMFI Moa
FLÜGGER FARVE FREDRIKSTAD;10,98717178;59,24490335;Seljeveien 3;Rolvsøy;1661;
MATCH HORISONT AVD 321;5,32315898;60,47040789;Myrdalsvegen 2;Nyborg;5130;
DECADES CC HAMAR AVD 476;11,07982844;60,79578711;Vangsvegen 62;Hamar;2317;CC Hamar
TESS ØST AS AVD SARPSBORG;11,12190056;59,2672097;Statsminister Torps vei 45C;Borgenhaugen;1738;
OPTIMERA PROFFSENTER SANDEFJORD;10,20971215;59,18279959;Nordre Fokserød 22;Sandefjord;3241;
MONTASJEUTSTYR BERGEN FESTEMATERIELL;5,26752695;60,39047724;Sjøkrigsskoleveien 15;Laksevåg;5165;
JYSK KIRKENES AVD 537;30,03884498;69,72049986;Verksveien 1;Kirkenes;9900;
MUSTI SANDEFJORD PINDSLE;10,18434006;59,14042205;Gneisveien 11;Sandefjord;3221;
FLISEKOMPANIET AS AVD FREDRIKSTAD;10,99893086;59,25495442;Dikeveien 42;Rolvsøy;1661;
VERO MODA HØNEFOSS 1519;10,25465572;60,16475047;Kong Rings gate 1;Hønefoss;3510;Kuben Hønefoss
CARLINGS SIRKUS KBS AVD N52;10,45418203;63,43704016;Thoning Owesens gate 29;Trondheim;7044;Sirkus Shopping
BRN BEST RETAIL NORGE AS AVD BEST KIDS SIRKUS;10,45502353;63,43678641;Falkenborgvegen 1;Trondheim;7044;Sirkus Shopping
NOR TEKSTIL AS AVD JOBBPARTNER MÅLØY;5,112483811;61,9316769;Amtskaia 26;Måløy;6700;
RETAIL LEX VESTBY;10,74099399;59,62391159;Vestbyveien 155;Vestby;1543;
SYNSAM MANDAL;7,46084045;58,02904093;Skarvøyveien 55;Mandal;4517;
SYNSAM BERGEN ÅSANE STORSENTER;5,32244584;60,46591776;Åsane Senter 40;Ulset;5116;
ONLY STORES NORWAY AS AVD 34 ONLY BRYNE - M - 44;5,64012452;58,73559721;Jupitervegen 2;Bryne;4340;M44
MATCH BUSKERUD AVD 303;9,99915888;59,75614519;Sandsgata 20;Krokstadelva;3055;Buskerud Storsenter
MATCH MAGNETEN AVD 322;11,28223402;63,73221093;Moafjæra 14;Levanger;7606;Magneten
ELKJØP PHONEHOUSE ARKADEN;10,74819789;59,91158234;Karl Johans gate 5;Oslo;0154;
BGN RETAIL AS AVD ZIZZI SKIEN;9,6034596;59,19655649;Ulefossvegen 32;Skien;3730;Herkules Storsenter
TESS NORD AS AVD SANDNESSJØEN;12,65224725;66,01976807;Øyvind Lambes vei 24;Sandnessjøen;8803;
BGN RETAIL AS AVD ZIZZI TRONDHEIM;10,45721137;63,43572939;Sirkus Shopping Falkenborgvegen 9;Trondheim;7044;Sirkus Shopping
SYNSAM NÆRBØ;5,64111488;58,66814826;Torggata 2;Nærbø;4365;
TELIA NORGE AS TELIA AVD KVADRAT;5,72177217;58,87626535;Gamle Stokkavei 1;Sandnes;4313;
GULLFUNN VALBERGET;5,73228114;58,97176391;Kirkegata 31;Stavanger;4006;
VERO MODA BYPORTEN 435567;10,75155248;59,91177069;Jernbanetorget 6;Oslo;0154;
BGN RETAIL AS AVD ZIZZI LIERTOPPEN;10,30584041;59,81129164;Drammensveien 201;Lierskogen;3420;Liertoppen Kjøpesenter
SYNSAM BERGEN OASEN;5,29179476;60,34895628;Folke Bernadottes vei 52;Fyllingsdalen;5147;Oasen
SYNSAM MOLDE;7,16547233;62,73768824;Strandgata 3;Molde;6415;
BRILLELAND AVD 458 TRONDHEIM SENTRUM;10,39787622;63,43139902;Nordre gate 7;Trondheim;7011;
EXTRA ØYSTESE;6,20043285;60,38711758;Sjusetevegen 5;Øystese;5610;
EXTRA VADMYRA;5,22733218;60,36257437;Vadmyrveien 48;Loddefjord;5172;
PRIX STRANDEBARM;6,01166235;60,26076047;Tangeråshagen 5;Strandebarm;5630;
COOP PRIX MELKEPLASSEN;5,30432384;60,37557744;Arne Abrahamsens vei 1;Laksevåg;5161;
COOP NORDVEST SA (3416) COOP BYGGMIX HERMANSVERK;6,85064282;61,1835074;Sognefjordvegen 42;Leikanger;6863;
COOP NORDVEST SA (1467) COOP PRIX BYRKJELO;6,5062717;61,73332195;Gamlevegen 2;Byrkjelo;6826;
MATCH LIERTOPPEN AVD 255;10,30584041;59,81129164;Drammensveien 201;Lierskogen;3420;Liertoppen Kjøpesenter
EUROPRIS ELVERUM 249;11,58372018;60,89516681;Olav Sæters veg 6;Elverum;2413;
JYSK BODØ AVD 581;14,55364345;67,28252608;Innstrandveien 15;Bodø;8020;
LINDEX AS AVD SKIEN;9,6034596;59,19655649;Ulefossvegen 32;Skien;3730;Herkules Storsenter
SOLAR NORGE AS AVD SKIEN;9,62367809;59,17347104;Kjørbekkdalen 7A;Skien;3735;
AHLSELL NORGE AS AVD TROMSØ;19,00599652;69,68603327;Stakkevollvegen 335;Tromsø;9019;
PRIX MANNDALEN 1968;20,54760862;69,54137883;Sentrumsveien 4;Samuelsberg;9144;
EUROSPAR STORGATA;18,9523053;69,64642164;Storgata 25;Tromsø;9008;
SOLAR NORGE AS AVD ÅLESUND;6,36283756;62,4696417;Holssletta 4;Ålesund;6018;
COOP MIDT NORGE SA AVD 140 COOP MARKED FOLLAFOSS;11,10916328;63,98626555;Follafossvegen 1120;Follafoss;7796;
SYNSAM STEINKJER;11,49497191;64,01760489;Kongens gate 17;Steinkjer;7715;
JYSK STEINKJER AVD 571;11,49527307;64,00835108;Sjøfartsgata 10;Steinkjer;7714;
KIWI AVD 011 GJØVIK;10,68961678;60,79734754;Trondhjemsvegen 4;Gjøvik;2821;
KAPPAHL AS AVD 313 LODDEFJORD VESTKANTEN;5,23362819;60,36322021;Loddefjordveien 2;Loddefjord;5171;Vestkanten Storsenter
NG KIWI VEST AS AVD 820 ÅSANE STORSENTER;5,32463128;60,46638178;Åsane Senter 45;Ulset;5116;Åsane Storsenter
BYGGMAKKER HANDEL AS AVD DRAMMEN;10,12752658;59,75302291;Ingvald Ludvigsens gate 20;Drammen;3027;
EUROPRIS GEILO AVD 404;8,20653829;60,53365415;Vesleslåttvegen 19;Geilo;3580;
COOP NESNA SA AVD COOP PRIX NESNA;13,02344881;66,19976419;Idrettsvegen 13;Nesna;8700;
CUBUS HONEFOSS AVD 866;10,25465572;60,16475047;Kong Rings gate 1;Hønefoss;3510;Kuben Hønefoss
NG KIWI BUSKERUD AS AVD 578 SVELVIK SENTER;10,40951385;59,61760628;Storgaten 35;Svelvik;3060;
LINDEX AS AVD GULSKOGEN;10,15797163;59,74252941;Guldlisten 35;Drammen;3048;Gulskogen Senter
JYSK LARVIK AVD 557;10,06116391;59,07841596;Elveveien 135;Larvik;3271;
NG SPAR VESTFOLD TELEMARK AS SPAR TJØME;10,39226073;59,11545198;Korsholmveien 1;Tjøme;3145;
COOP OPPDAL SA 77 COOP PRIX TOLGA;10,99836987;62,40946399;Brugata 40;Tolga;2540;
KIWI AVD 017 SKARNES;11,68246015;60,25490961;Stasjonsvegen 14;Skarnes;2100;
KIWI AVD 024 GAUSDAL;10,22326471;61,2269664;Fargerivegen 2;Østre Gausdal;2651;
CUBUS STRANDTORGET LILLEHAMMER AVD 830;10,45268408;61,11459024;Sliperivegen 2A;Lillehammer;2609;Strandtorget
COOP PRIX TRETTEN;10,30023511;61,31457408;Kongsvegen 1566;Tretten;2635;
EXTRA FÅVANG;10,19614453;61,454769;Tromsnesvegen 38;Fåvang;2634;
KIWI AVD 019 BRANDBU;10,50913774;60,41885084;Orhagavegen 11;Brandbu;2760;
KIWI AVD 051 JEVNAKER;10,38439187;60,23930904;Torggata 2;Jevnaker;3520;
H & M HENNES & MAURITZ AS AVD 890 TRIADEN STORSENTER;10,9535232;59,91861505;Gamleveien 88;Lørenskog;1461;
LINDEX AS AVD SIRKUS SHOPPING;10,45615133;63,4363988;Falkenborgvegen 5;Trondheim;7044;Sirkus Shopping
CUBUS TORVET TRONDHEIM AVD 887;10,39371835;63,43036208;Kongens gate 9;Trondheim;7013;Trondheim Torg
COOP NORDVEST SA (2756) COOP PRIX KORSVEIEN;10,1000438;63,1605151;Hølondvegen 2051;Korsvegen;7212;
FALKANGER SKO AS AVD CITY SYD;10,37894487;63,36190794;Østre Rosten 28;Tiller;7075;City Syd
COOP NORDVEST SA (2821) COOP PRIX HØLONDA;9,98745887;63,11388359;Hølondvegen 3112;Gåsbakken;7213;
EXTRA RENA;11,37327558;61,13251348;Torget 3;Rena;2450;
BYGGMAKKER HANDEL AS AVD SARPSBORG;11,08502519;59,28602337;Vogts vei 38;Sarpsborg;1710;
CUBUS AMFISENTERET AKREHAMN AVD 869;5,1927273;59,26440262;Tungarden 1;Åkrehamn;4270;AMFI Åkrehamn
CUBUS BERGEN STORSENTER AVD 875;5,33181448;60,38923732;Strømgaten 8;Bergen;5015;Bergen Storsenter
NG KIWI ROGALAND AS AVD 631 SPANNAVEGEN;5,29474985;59,40779743;Spannavegen 56;Haugesund;5531;
CUBUS SØRLANDSSENTERET KRISTIANSAND AVD 848;8,12953997;58,17992054;Barstølveien 31-35;Kristiansand S;4636;Sørlandssenteret
FELLESKJØPET KRISTIANSUND 7311 BUTIKK;7,78659425;63,11143183;Industriveien 14;Kristiansund N;6517;
NG KIWI ROMSDAL OG NORDMØRE AS AVD 898 BRUHAGEN;7,63170906;63,05212013;Averøyveien 24;Averøy;6530;
BRØDRENE DAHL AS AVD KRISTIANSUND;7,79388174;63,11158417;Industriveien 4;Kristiansund N;6517;
KAPPAHL AS AVD 344 FUTURA;7,78107556;63,11047864;Industriveien 17;Kristiansund N;6517;AMFI Futura
NG KIWI ROMSDAL OG NORDMØRE AS AVD 895 SURNADAL;8,72521015;62,97397668;Svartvassvegen 2;Surnadal;6650;
CUBUS HOLMENSENTERET NESBRU AVD 808;10,48830291;59,85437536;Vogellund 6;Nesbru;1394;Holmensenteret
KAPPAHL AS AVD 337 ØSTFOLDHALLEN;10,99305616;59,25156821;Dikeveien 28;Rolvsøy;1661;Østfoldhallene
NG KIWI ØST AS AVD 595 KRÅKERØYHALLEN;10,90893411;59,19950768;Langøyveien 16;Kråkerøy;1679;
ZAVANNA GRANDSENTERET AVD 644;11,07754218;60,79189624;Torggata 1;Hamar;2317;
KAPPAHL AS MAXI HAMAR;11,04671992;60,79870127;Aslak Bolts gate 48;Hamar;2316;Maxi Storsenter
SYNSAM RYGGE;10,68249754;59,41606749;Carlbergveien 2;Moss;1526;Rygge Storsenter
NORSK BUTIKKDRIFT AS EXTRA CHRISTIANSLUND AVD 4260;10,93093201;59,22499036;Christianslund allé 4;Fredrikstad;1613;
KRAEMER MARITIME AS AVD TROMSØ;19,14004296;69,56739258;Kjoselvmoen 55;Tromsdalen;9021;
JYSK HARSTAD AVD 546;16,55247712;68,78231946;Autoveien 1;Harstad;9408;
KIWI 233 STAMPA;10,46832085;61,12400193;Nordsetervegen 42;Lillehammer;2618;
JYSK SARPSBORG AVD 548;11,08290975;59,27403313;Klokkergårdveien 31;Sarpsborg;1711;AMFI Borg
SYNSAM HAUGESUND SENTRUM;5,2688606;59,41296536;Haraldsgata 142;Haugesund;5527;
BJØRVIK MALERSERVICE AS AVD FARGE OG INTERIØR;10,1873225;59,14041411;Pindsleveien 1;Sandefjord;3221;
PLANTASJEN NORGE AS AVD TELEMARKSPORTEN;9,70924843;59,12051231;Prestemoen 8;Porsgrunn;3946;
MASKE BANDAGIST AS AVD TRONDHEIM;10,36913986;63,33903207;Løvåsmyra 2;Tiller;7093;
NG KIWI ØST AS AVD 549 SKJEBERG;11,16918012;59,26758027;Rådhusveien 19;Borgenhaugen;1739;
NG KIWI ØST AS AVD 496 FRYDENBERG;10,93155151;59,22107435;Veumveien 17;Fredrikstad;1613;
CUBUS SANDEFJORD AVD 841;10,22021578;59,131859;Kongensgate 23-29;Sandefjord;3211;Hvaltorvet Kjøpesenter
NORSK BUTIKKDRIFT AS EXTRA HELLE AVD 4717;9,37931628;58,90106921;Helleveien 180;Helle;3790;
EUROPRIS KRISTIANSUND 308;7,79962376;63,10997734;Rørgata 5;Kristiansund N;6517;
KIWI AVD 002 REINSVOLL;10,62175237;60,68387603;Solvangvegen 2;Reinsvoll;2840;
FELLESKJØPET RISSA 1520 BUTIKK;9,901159136;63,56337918;Kvithyllveien 188;Rissa;7100;
FELLESKJØPET TROMSØ 2210 BUTIKK;18,92169597;69,67649155;Alkevegen 1;Tromsø;9015;
CUBUS STROMMEN STORSENTER AVD 825;11,00733283;59,94728603;Støperiveien 5;Strømmen;2010;Strømmen Storsenter
MENY BOGSTADVEIEN;10,72034781;59,92670502;Bogstadveien 36;Oslo;0366;
KAPPAHL AS AVD 331 HARSTAD;16,54360939;68,79943607;Torvet 2;Harstad;9405;
LØVENSKIOLD HANDEL AS AVD 298 MAXBO BRUMUNDDAL;10,93407702;60,88701791;Ringsakervegen 13;Brumunddal;2383;
COOP FINNMARK SA AVD EXTRA KARASJOK;25,51395324;69,47195868;Fitnodatgeaidnu 1;Karasjok;9730;
COOP ØST SA AVD 2103 COOP PRIX HEGGENES;9,06920332;61,14357881;Bygdinvegen 2128;Heggenes;2940;
KIWI AVD 021 RØN;9,05456276;61,03388055;Lundeskogen 9;Røn;2960;
COOP FOSEN SA AVD 016 LYSØYSUND;9,870210798;63,88482972;Roelbakken 2C;Lysøysundet;7168;
MONTÉR BREKSTAD;9,664288128;63,69512086;Tverrveien 1;Brekstad;7130;
LYRECO NORGE AS AVD STAVANGER;5,70380384;58,89600341;Lagerveien 7;Stavanger;4033;
MODENA FLISER AS AVD STAVANGER;5,73877748;58,89325973;Gamle Forusveien 11;Stavanger;4031;
MENY SLEPENDEN;10,50470217;59,87831236;Slependveien 106;Billingstad;1396;
SPAR HANA;5,76904297;58,85497875;Skippergata 118;Sandnes;4328;
PRINCESS AVD 412 AMANDA;5,33174967;59,39518083;Longhammarvegen 27;Haugesund;5536;Alti Amanda
MONTÉR GJØVIK;10,69164605;60,78251292;Ringvegen 12;Gjøvik;2816;
